29/09/2020 09:00,Isle of Wight,George Wassermann,"Large Flavoured latte - Caramel - 2.85,  Red Label tea - 1.20,  Red Label tea - 1.20,  Frappes - Chocolate Cookie - 2.75",8.00,CASH,
29/09/2020 09:00,Isle of Wight,Kimberly Lorusso," Speciality Tea - Earl Grey - 1.30,  Smoothies - Carrot Kick - 2.00",3.30,CASH,
29/09/2020 09:01,Isle of Wight,Tony Rojo," Speciality Tea - Camomile - 1.30,  Frappes - Chocolate Cookie - 2.75",4.05,CARD,6011933124145976
29/09/2020 09:01,Isle of Wight,Richard Ely, Mocha - 2.30,2.30,CASH,
29/09/2020 09:02,Isle of Wight,Michael Talley," Speciality Tea - Camomile - 1.30,  Flat white - 2.15,  Frappes - Strawberries & Cream - 2.75,  Iced latte - 2.35, Regular Flavoured latte - Hazelnut - 2.55",11.10,CARD,3657118279225110
29/09/2020 09:02,Isle of Wight,Mary Phillips," Speciality Tea - English breakfast - 1.30,  Smoothies - Carrot Kick - 2.00",3.30,CASH,
29/09/2020 09:03,Isle of Wight,Charles Terry," Iced americano - 2.15,  Smoothies - Carrot Kick - 2.00",4.15,CARD,376581842673126
29/09/2020 09:03,Isle of Wight,Tommy Andersen, Speciality Tea - Fruit - 1.30,1.30,CARD,347542756921899
29/09/2020 09:04,Isle of Wight,Robert Nichols," Glass of milk - 0.70, Regular Flavoured latte - Gingerbread - 2.55,  Cortado - 2.05",5.30,CARD,4842552225513724
29/09/2020 09:04,Isle of Wight,Rachel Turner," Flavoured iced latte - Hazelnut - 2.75, Regular Espresso - 1.50,  Frappes - Strawberries & Cream - 2.75, Regular Flavoured latte - Vanilla - 2.55,  Speciality Tea - Earl Grey - 1.30",10.85,CARD,4432485622543
29/09/2020 09:05,Isle of Wight,Dexter Williams," Speciality Tea - Green - 1.30,  Speciality Tea - Fruit - 1.30,  Smoothies - Glowing Greens - 2.00,  Flavoured iced latte - Hazelnut - 2.75",7.35,CARD,4129398887582431
29/09/2020 09:05,Isle of Wight,Diane Hession," Flavoured iced latte - Vanilla - 2.75,  Babyccino - 0.00, Large Flavoured latte - Vanilla - 2.85,  Speciality Tea - Camomile - 1.30",6.90,CARD,4525257935286231
29/09/2020 09:06,Isle of Wight,Cecil Kennedy," Speciality Tea - Earl Grey - 1.30, Regular Americano - 1.95,  Flat white - 2.15,  Flavoured iced latte - Hazelnut - 2.75",8.15,CASH,
29/09/2020 09:06,Isle of Wight,Daniel Chesson,"Large Americano - 2.25,  Flavoured iced latte - Vanilla - 2.75, Regular Cappuccino - 2.15, Large Flavoured latte - Gingerbread - 2.85",10.00,CASH,
29/09/2020 09:07,Isle of Wight,Octavio Hower," Frappes - Chocolate Cookie - 2.75, Regular Chai latte - 2.30, Regular Flavoured hot chocolate - Hazelnut - 2.60, Regular Flavoured hot chocolate - Hazelnut - 2.60",10.25,CASH,
29/09/2020 09:07,Isle of Wight,Jennie Ladner," Glass of milk - 0.70, Large Filter coffee - 1.80",2.50,CASH,
29/09/2020 09:08,Isle of Wight,Richard Cannaday," Speciality Tea - Fruit - 1.30, Large Flavoured hot chocolate - Vanilla - 2.90, Large Chai latte - 2.60, Large Luxury hot chocolate - 2.70",9.50,CARD,5194411951315773
29/09/2020 09:08,Isle of Wight,Katherine Tew,Regular Flavoured latte - Gingerbread - 2.55,2.55,CASH,
29/09/2020 09:09,Isle of Wight,Cynthia Lopez," Speciality Tea - Green - 1.30,  Mocha - 2.30,  Flavoured iced latte - Hazelnut - 2.75,  Glass of milk - 0.70",7.05,CASH,
29/09/2020 09:09,Isle of Wight,Mollie Forbes," Speciality Tea - Darjeeling - 1.30, Large Flavoured latte - Hazelnut - 2.85, Large Espresso - 1.80,  Speciality Tea - Earl Grey - 1.30,  Smoothies - Berry Beautiful - 2.00",9.25,CASH,
29/09/2020 09:10,Isle of Wight,Dan Jones, Babyccino - 0.00,0.00,CARD,48182932867710
29/09/2020 09:10,Isle of Wight,Rosalia Lindsey,Large Flavoured latte - Gingerbread - 2.85,2.85,CASH,
29/09/2020 09:11,Isle of Wight,Ila Maiava," Cortado - 2.05, Regular Latte - 2.15, Large Latte - 2.45, Regular Latte - 2.15, Large Flavoured latte - Hazelnut - 2.85",11.65,CARD,6011177629731878
29/09/2020 09:11,Isle of Wight,Marilynn Cook,"Large Cappuccino - 2.45, Large Chai latte - 2.60",5.05,CARD,52824184329484310
29/09/2020 09:12,Isle of Wight,Evelyn Howell,Regular Cappuccino - 2.15,2.15,CARD,4966521216216
29/09/2020 09:12,Isle of Wight,Lorene Jolly," Mocha - 2.30, Large Flavoured hot chocolate - Vanilla - 2.90, Large Flavoured hot chocolate - Hazelnut - 2.90,  Speciality Tea - Earl Grey - 1.30",9.40,CASH,
29/09/2020 09:13,Isle of Wight,Anthony Wilkinson," Frappes - Chocolate Cookie - 2.75,  Iced americano - 2.15, Regular Cappuccino - 2.15, Large Americano - 2.25",9.30,CASH,
